ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile,ArticleTitle
278,,did pascal write about cycloid before 1658,no,hard,hard,S10_set4_a4,Blaise_Pascal
279,turtle,what shape are the eggs of the larest species of turtle,spherical,medium,medium,S08_set1_a9,
280,,are there any cities named santiago in the united states,yes,easy,hard,S09_set3_a6,Santiago
281,,who created monas park,dutch governor general herman willem deandels,medium,hard,S10_set3_a5,Jakarta
282,Ghana,is english ghanas official language,yes,easy,easy,S08_set2_a5,
283,,is there a statue of watt in the white house,no a colossal statue of watt by chantrey was placed in westminster abbey and later was moved to st pauls cathedral,easy,easy,S10_set4_a2,James_Watt
284,,in what language was his 1811 paper published,french,hard,hard,S10_set4_a8,Amedeo_Avogadro
285,,is ottawa the capital of canada,yes,easy,easy,S09_set3_a5,Ottawa
286,,was malay language written using pallava,yes,,easy,S10_set5_a2,Malay_language
287,,did faraday also discover the laws of electrolysis,yes faraday also discovered the laws of  electrolysis,easy,easy,S10_set4_a7,Michael_Faraday
288,Anders_Celsius,what happened in 1745,the scale was reversed,,medium,S08_set4_a5,
289,Ulysses_S._Grant,did ulysses win the battle of champion hill,you betcha,easy,hard,S08_set3_a5,
290,,what have clash cymbals traditionally been accompanied by,the bass drum playing an identical part,medium,easy,S09_set2_a6,Cymbal
291,,was nikola tesla close friends with mark twain,nikola tesla was close friends with mark twain,easy,medium,S10_set4_a3,Nikola_Tesla
292,,are the zholes used as access points to the interior of the cello,no,easy,easy,S09_set2_a9,Cello
293,Calvin_Coolidge,have there been other us presidents that have visited cuba,no,hard,medium,S08_set3_a9,
294,,wasnt michelangelo abstemious,michelangelo was abstemious,,medium,S10_set6_a2,Michelangelo
295,Canada,is canadas official language zulu,no,easy,easy,S08_set2_a8,
296,,for how many years did henri becquerel live,56,,hard,S09_set4_a9,Henri_Becquerel
297,,is the trumpeter swan the largest bird,the trumpeter swan is the largest bird of north america,easy,medium,S09_set1_a10,Swan
298,kangaroo,what are some extinct predators of the kangaroo,thylacine marsupial lion maagalania and wonambi,hard,hard,S08_set1_a1,
299,,is the tuning gdae used for most violin music,yes,,easy,S10_set2_a2,Violin
300,,when did classical chinese literature begin,classical chinese literature began in the spring and autumn period,medium,medium,S10_set5_a7,Chinese_language
301,,what areas can giraffes inhabit,inhabit savannas grasslands or open woodlands,medium,easy,S09_set1_a5,Giraffe
302,Liechtenstein,what do most recognizable international company and largest employer have in common,they are hilti,,medium,S08_set2_a1,
303,Abraham_Lincoln,how long was lincolns legal career,23 years,medium,medium,S08_set3_a4,
304,,was vietnamese influenced by chinese,much vocabulary has been borrowed from chinese,medium,hard,S10_set5_a10,Vietnamese_language
305,,how many siblings did faraday have,two,hard,hard,S10_set4_a7,Michael_Faraday
306,,what is taipei 101,taipei 101 is a 101floor landmark skyscraper,medium,medium,S10_set3_a6,Taipei
307,Woodrow_Wilson,was wilson a remarkably effective writer and thinker,yes,,easy,S08_set3_a8,
308,Romania,what is the official language of romania,romanian,medium,medium,S08_set2_a7,
309,polar_bear,what do with greenpeace and the natural resources defense council have in common,they filed lawsuits in california,,medium,S08_set1_a4,
310,,what is antwerp,antwerp is a city and municipality in belgium,medium,easy,S10_set3_a4,Antwerp
311,Liechtenstein,what roman province was liechtenstein part of,raetia,hard,medium,S08_set2_a1,
312,,where is the bust of queen nefertiti,the bust of queen nefertiti is in the altes museum,medium,hard,S10_set3_a1,Berlin
313,,who determined to pursue mathematics,charlesaugustin de coulomb,,medium,S10_set4_a6,Charles-Augustin_de_Coulomb
314,,is it true that france signed the european charter for regional languages,yes,,easy,S09_set5_a5,French_language
315,,who manages candlestick point,the california state park system,medium,medium,S10_set3_a8,San_Francisco
316,,can a short bar follow a long bar,no,hard,hard,S09_set2_a8,Xylophone
317,Romania,why doesnt romania have a state religion,romania is a secular state,hard,hard,S08_set2_a7,
318,Qatar,does the native pronunciation of qatar sound like cutter,yes,hard,hard,S08_set2_a3,
319,,give an example of the tributary states of the majapahit kingdom in eastern java,malayu is an example of the tributary states of the majapahit kingdom in eastern java,,too hard,S10_set5_a2,Malay_language
320,,james watt ranked first among how many people in charles murrays survey of historiometry,229,medium,medium,S09_set4_a2,James_Watt
321,Theodore_Roosevelt,does theodore roosevelt have a brother,yes,easy,medium,S08_set3_a7,
322,Woodrow_Wilson,what field did woodrow wilson leave law practice to study,government,hard,hard,S08_set3_a8,
323,,what are the names of the two zoos in berlin,zoologischer garten berlin and tierpark friedrichsfelde,hard,hard,S10_set3_a1,Berlin
324,,how many different names did chinese writings give to the panda,20,medium,hard,S10_set1_a4,Giant_Panda
325,,are western flutes simpler than indian flutes,no,hard,hard,S10_set2_a5,Flute
326,,is there one negation word in malay,no,easy,easy,S10_set5_a2,Malay_language
327,,where is the berliner dom located,on the spree island,medium,medium,S10_set3_a1,Berlin
328,,what transnational bridge was completed in 2000,oresund bridge,easy,hard,S09_set3_a8,Copenhagen
329,,what languages has malay borrowed words from,sanskrit arabic and english,medium,medium,S10_set5_a2,Malay_language
330,,is berlin the largest city in germany,berlin is germanys largest city,easy,easy,S10_set3_a1,Berlin
331,,how many siblings did faraday have,faraday had three siblings,hard,hard,S10_set4_a7,Michael_Faraday
332,Theodore_Roosevelt,where was theodore roosevelt born,a fourstory brownstone at 28 east 20th street in the modernday gramercy section of new york city,medium,easy,S08_set3_a7,
333,,which fruit inspired isaac newtons theory of gravitation,the apple,hard,medium,S10_set4_a1,Isaac_Newton
334,,what is the best known story about a swan,the ugly duckling fable,medium,medium,S09_set1_a10,Swan
335,,have two of renoirs paintings sold for more than us0 million,yes any painting sells for more than 0 million though,,easy,S10_set6_a5,Pierre-Auguste_Renoir
336,,does swedish use the perfect participle to form the present perfect tense,no,easy,easy,S10_set5_a9,Swedish_language
337,duck,where did the expression a sitting duck come from,in many areas wild duckof various species including ducks farmed and released into the wild are hunted for food or sport by shooting or formerly by decoys,hard,hard,S08_set1_a10,
338,,where is the berliner dom located,the berliner dom is located on the spree island across from the site of the berliner stadtschloss and adjacent to the lustgarten,medium,medium,S10_set3_a1,Berlin
339,,does beijing mean northern capital,yes,easy,easy,S09_set3_a7,Beijing
340,,is turtle soup considered a delicacy,no,hard,easy,S09_set1_a4,Turtle
341,Henri_Becquerel,was becquerel born in paris into a family which including he and his son jean produced four generations of scientists,yes,,easy,S08_set4_a9,
342,kangaroo,is a kangaroo on the australian coat of arms,yes,easy,medium,S08_set1_a1,
343,,what was anders celsiuss profession,professor of astronomy,,medium,S09_set4_a5,Anders_Celsius
344,,is the drum a member of the percussion group,yes,easy,easy,S10_set2_a4,Drum
345,,what shape is a trumpet bent into,oblong,medium,medium,S10_set2_a3,Trumpet
346,penguin,are penguins at risk,yes,,easy,S08_set1_a3,
347,,whom are guitars made and repaired by,luthiers,medium,medium,S10_set2_a7,Guitar
348,,what languages has malay borrowed words from,arabic sanskrit tamil persian portuguese dutch certain chinese dialects and english,medium,hard,S10_set5_a2,Malay_language
349,,the trumpet can be confused with what close relative,the coronet,medium,medium,S10_set2_a3,Trumpet
350,Millard_Fillmore,where was commodore matthew c perry sent to open japan to western trade,commodore matthew c perry send to japan,medium,hard,S08_set3_a3,
351,kangaroo,what is a collective noun for kangaroos,mob troop or court,medium,medium,S08_set1_a1,
352,Indonesia,are the javanese the largest and politically dominant ethnic group in indonesia,yes,easy,too easy,S08_set2_a10,
353,kangaroo,what do kangaroos use for crawlwalking,their hind feet and their tails,hard,hard,S08_set1_a1,
354,Millard_Fillmore,did fillmore run for president a second time,i dont know semantic ambiguity,hard,too hard,S08_set3_a3,
355,Ulysses_S._Grant,why did grant say damn i had nothing to do with this batte,it went well,hard,hard,S08_set3_a5,
356,beetle,is the study of beetles called coleopterology  and its practitioners are coleopterists,yes,,medium,S08_set1_a8,
357,,he discovered an inverse relationship of what,distance and electric force,,hard,S09_set4_a6,Charles-Augustin_de_Coulomb
358,,do terrestrial tortoises have short feet,yes,easy,easy,S09_set1_a4,Turtle
359,elephant,can an elephant kill a rhinoceros,yes,easy,hard,S08_set1_a5,
360,Calvin_Coolidge,was coolidge opposed in the republican nomination for governor of massachus08_setts in 1918,yes,easy,medium,S08_set3_a9,
361,Singapore,what does singa mean,lion,medium,medium,S08_set2_a2,
362,,what does the name kuala lumpur mean,muddy confluence muddy estuary and muddy city,medium,medium,S10_set3_a3,Kuala_Lumpur
363,,can speakers of modern malay understand old malay,no,hard,hard,S10_set5_a2,Malay_language
364,,is there a programming language called pascal,yes,hard,hard,S10_set4_a4,Blaise_Pascal
365,,how many total keys does a typical modern piano have,88 keys,medium,medium,S10_set2_a1,Piano
366,,how is the pronunciation of foreign words determined,foreign words are transliterated into closematch existing chinese morphemes,hard,too hard,S10_set5_a7,Chinese_language
367,,how long have people been making instruments like violins,since 1555,hard,hard,S09_set2_a2,Violin
368,,was he a child prodigy who was educated by his father a civil servant,yes,,medium,S10_set4_a4,Blaise_Pascal
369,Finland,what is a country with which finland is involved in an international conflict,finland is not involved in international conflicts or border disputes,hard,hard,S08_set2_a4,
370,leopard,is the leopard smaller than the other members of panthera,yes,easy,easy,S08_set1_a2,
371,turtle,these projections  called papillae  have what,a rich blood supply,,medium,S08_set1_a9,
372,polar_bear,what includes a lengthy justification of why this species is listed as vulnerable,database entry,,medium,S08_set1_a4,
373,Uruguay,is uruguay the smallest soverign nation in south america,no,hard,hard,S08_set2_a9,
374,,is berlin the headquarters of springer,yes berlin is the headquarters of springer,easy,medium,S10_set3_a1,Berlin
375,,do zebras sleep standing up,yes,easy,easy,S10_set1_a9,Zebra
376,Finland,what is the biggest city in finland,the cities of the greater helsinki metropolitan area,medium,hard,S08_set2_a4,
377,Calvin_Coolidge,what year did coolidge open his own law office,1898,medium,easy,S08_set3_a9,
378,,did the predecessors to trumpets have valves,no,easy,easy,S09_set2_a3,Trumpet
379,beetle,who or what vary greatly in form within the coleoptera,antennae,,easy,S08_set1_a8,
380,,where are the only surviving giant tortoises,seychelles and galï½pagos islands,medium,easy,S09_set1_a4,Turtle
381,Romania,who was the first gymnast to score a perfect ten,nadia comäneci,medium,medium,S08_set2_a7,
382,,does the production of chemical weapons raise an ethical issue,yes,hard,easy,S09_set4_a7,Michael_Faraday
383,,are the caves of dragon bone hill near the village of zhoukoudian in fangshan district,yes,easy,easy,S09_set3_a7,Beijing
384,,is finnish an official language of the european union,yes finnish is an official language of the european union,easy,easy,S10_set5_a5,Finnish_language
385,,copenhagen is ranked number one worldwide for which things,most livable city in the world,hard,too hard,S09_set3_a8,Copenhagen
386,,was charlesaugustin de coulomb a member of the national institute,yes,easy,easy,S09_set4_a6,Charles-Augustin_de_Coulomb
387,,are foxes wary of humans,yes,easy,easy,S09_set1_a6,Fox
388,,is       ref swahili unusual among subsaharan languages,yes,,easy,S09_set5_a4,Swahili_language
389,Canada,what is the largest country in the world,canada is the second largest country in the world after russia and largest on the continent,hard,medium,S08_set2_a8,
